tag,collection_year,collection_month,collection_date,broodstock,set_date,distribution_date,total_live,clumps,shell_height_mm,organization,Site,,,,,,,,,,,,,,,shell_height_mm
,2016,9,9/20/16,MB,7/15/15,,,4,41,Stuyvesant High School,"Hudson River Park, Pier 53",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,4,48,Stuyvesant High School,"Hudson River Park, Pier 54",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,4,55,Stuyvesant High School,"Hudson River Park, Pier 55",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,4,52,Stuyvesant High School,"Hudson River Park, Pier 56",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,4,58,Stuyvesant High School,"Hudson River Park, Pier 57",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,4,33,Stuyvesant High School,"Hudson River Park, Pier 58",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,4,31,Stuyvesant High School,"Hudson River Park, Pier 59",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,5,48,Stuyvesant High School,"Hudson River Park, Pier 60",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,5,43,Stuyvesant High School,"Hudson River Park, Pier 61",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,5,29,Stuyvesant High School,"Hudson River Park, Pier 62",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,5,42,Stuyvesant High School,"Hudson River Park, Pier 63",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,5,43,Stuyvesant High School,"Hudson River Park, Pier 64",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,5,50,Stuyvesant High School,"Hudson River Park, Pier 65",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,5,50,Stuyvesant High School,"Hudson River Park, Pier 66",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,5,49,Stuyvesant High School,"Hudson River Park, Pier 67",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,5,60,Stuyvesant High School,"Hudson River Park, Pier 68",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,5,46,Stuyvesant High School,"Hudson River Park, Pier 69",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,5,41,Stuyvesant High School,"Hudson River Park, Pier 70",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,5,52,Stuyvesant High School,"Hudson River Park, Pier 71",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,5,42,Stuyvesant High School,"Hudson River Park, Pier 72",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,6,49,Stuyvesant High School,"Hudson River Park, Pier 73",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,6,34,Stuyvesant High School,"Hudson River Park, Pier 74",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,6,46,Stuyvesant High School,"Hudson River Park, Pier 75",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,6,39,Stuyvesant High School,"Hudson River Park, Pier 76",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,6,42,Stuyvesant High School,"Hudson River Park, Pier 77",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,6,41,Stuyvesant High School,"Hudson River Park, Pier 78",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,6,48,Stuyvesant High School,"Hudson River Park, Pier 79",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,6,29,Stuyvesant High School,"Hudson River Park, Pier 80",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,6,27,Stuyvesant High School,"Hudson River Park, Pier 81",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,6,47,Stuyvesant High School,"Hudson River Park, Pier 82",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,6,41,Stuyvesant High School,"Hudson River Park, Pier 83",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,6,42,Stuyvesant High School,"Hudson River Park, Pier 84",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,7,34,Stuyvesant High School,"Hudson River Park, Pier 85",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,7,46,Stuyvesant High School,"Hudson River Park, Pier 86",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,7,52,Stuyvesant High School,"Hudson River Park, Pier 87",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,7,41,Stuyvesant High School,"Hudson River Park, Pier 88",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,7,40,Stuyvesant High School,"Hudson River Park, Pier 89",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,7,22,Stuyvesant High School,"Hudson River Park, Pier 90",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,7,55,Stuyvesant High School,"Hudson River Park, Pier 91",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,7,32,Stuyvesant High School,"Hudson River Park, Pier 92",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,7,50,Stuyvesant High School,"Hudson River Park, Pier 93",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,8,32,Stuyvesant High School,"Hudson River Park, Pier 94",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,8,44,Stuyvesant High School,"Hudson River Park, Pier 95",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,8,39,Stuyvesant High School,"Hudson River Park, Pier 96",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,8,31,Stuyvesant High School,"Hudson River Park, Pier 97",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,8,39,Stuyvesant High School,"Hudson River Park, Pier 98",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,8,52,Stuyvesant High School,"Hudson River Park, Pier 99",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,8,42,Stuyvesant High School,"Hudson River Park, Pier 100",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,8,38,Stuyvesant High School,"Hudson River Park, Pier 101",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,8,37,Stuyvesant High School,"Hudson River Park, Pier 102",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,8,43,Stuyvesant High School,"Hudson River Park, Pier 103",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,9,58,Stuyvesant High School,"Hudson River Park, Pier 104",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,9,38,Stuyvesant High School,"Hudson River Park, Pier 105",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,9,42,Stuyvesant High School,"Hudson River Park, Pier 106",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,9,42,Stuyvesant High School,"Hudson River Park, Pier 107",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,9,46,Stuyvesant High School,"Hudson River Park, Pier 108",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,9,38,Stuyvesant High School,"Hudson River Park, Pier 109",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,9,40,Stuyvesant High School,"Hudson River Park, Pier 110",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,9,42,Stuyvesant High School,"Hudson River Park, Pier 111",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,9,40,Stuyvesant High School,"Hudson River Park, Pier 112",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,10,43,Stuyvesant High School,"Hudson River Park, Pier 113",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,10,44,Stuyvesant High School,"Hudson River Park, Pier 114",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,10,42,Stuyvesant High School,"Hudson River Park, Pier 115",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,10,55,Stuyvesant High School,"Hudson River Park, Pier 116",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,10,31,Stuyvesant High School,"Hudson River Park, Pier 117",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,10,53,Stuyvesant High School,"Hudson River Park, Pier 118",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,10,47,Stuyvesant High School,"Hudson River Park, Pier 119",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,10,45,Stuyvesant High School,"Hudson River Park, Pier 120",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,10,42,Stuyvesant High School,"Hudson River Park, Pier 121",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,10,55,Stuyvesant High School,"Hudson River Park, Pier 122",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,10,47,Stuyvesant High School,"Hudson River Park, Pier 123",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,10,51,Stuyvesant High School,"Hudson River Park, Pier 124",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,10,52,Stuyvesant High School,"Hudson River Park, Pier 125",,,,,,,,,,,,,,,
,2016,9,9/20/16,MB,7/15/15,,,10,41,Stuyvesant High School,"Hudson River Park, Pier 126",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,1,59,Carrie Roble - Community Scientist,"Hudson River Park, Pier 127",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,1,64,Carrie Roble - Community Scientist,"Hudson River Park, Pier 128",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,1,40,Carrie Roble - Community Scientist,"Hudson River Park, Pier 129",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,2,44,Carrie Roble - Community Scientist,"Hudson River Park, Pier 130",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,2,43,Carrie Roble - Community Scientist,"Hudson River Park, Pier 131",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,2,40,Carrie Roble - Community Scientist,"Hudson River Park, Pier 132",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,2,39,Carrie Roble - Community Scientist,"Hudson River Park, Pier 133",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,3,55,Carrie Roble - Community Scientist,"Hudson River Park, Pier 134",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,3,46,Carrie Roble - Community Scientist,"Hudson River Park, Pier 135",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,3,64,Carrie Roble - Community Scientist,"Hudson River Park, Pier 136",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,4,43,Carrie Roble - Community Scientist,"Hudson River Park, Pier 137",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,4,54,Carrie Roble - Community Scientist,"Hudson River Park, Pier 138",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,4,40,Carrie Roble - Community Scientist,"Hudson River Park, Pier 139",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,4,51,Carrie Roble - Community Scientist,"Hudson River Park, Pier 140",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,4,47,Carrie Roble - Community Scientist,"Hudson River Park, Pier 141",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,4,56,Carrie Roble - Community Scientist,"Hudson River Park, Pier 142",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,4,52,Carrie Roble - Community Scientist,"Hudson River Park, Pier 143",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,4,35,Carrie Roble - Community Scientist,"Hudson River Park, Pier 144",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,4,40,Carrie Roble - Community Scientist,"Hudson River Park, Pier 145",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,5,63,Carrie Roble - Community Scientist,"Hudson River Park, Pier 146",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,5,54,Carrie Roble - Community Scientist,"Hudson River Park, Pier 147",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,5,45,Carrie Roble - Community Scientist,"Hudson River Park, Pier 148",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,5,44,Carrie Roble - Community Scientist,"Hudson River Park, Pier 149",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,5,44,Carrie Roble - Community Scientist,"Hudson River Park, Pier 150",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,5,58,Carrie Roble - Community Scientist,"Hudson River Park, Pier 151",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,5,33,Carrie Roble - Community Scientist,"Hudson River Park, Pier 152",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,5,60,Carrie Roble - Community Scientist,"Hudson River Park, Pier 153",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,5,55,Carrie Roble - Community Scientist,"Hudson River Park, Pier 154",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,5,51,Carrie Roble - Community Scientist,"Hudson River Park, Pier 155",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,5,61,Carrie Roble - Community Scientist,"Hudson River Park, Pier 156",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,5,42,Carrie Roble - Community Scientist,"Hudson River Park, Pier 157",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,5,44,Carrie Roble - Community Scientist,"Hudson River Park, Pier 158",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,6,57,Carrie Roble - Community Scientist,"Hudson River Park, Pier 159",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,6,36,Carrie Roble - Community Scientist,"Hudson River Park, Pier 160",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,6,45,Carrie Roble - Community Scientist,"Hudson River Park, Pier 161",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,6,44,Carrie Roble - Community Scientist,"Hudson River Park, Pier 162",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,6,52,Carrie Roble - Community Scientist,"Hudson River Park, Pier 163",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,6,30,Carrie Roble - Community Scientist,"Hudson River Park, Pier 164",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,6,30,Carrie Roble - Community Scientist,"Hudson River Park, Pier 165",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,6,49,Carrie Roble - Community Scientist,"Hudson River Park, Pier 166",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,6,44,Carrie Roble - Community Scientist,"Hudson River Park, Pier 167",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,7,43,Carrie Roble - Community Scientist,"Hudson River Park, Pier 168",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,7,47,Carrie Roble - Community Scientist,"Hudson River Park, Pier 169",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,7,42,Carrie Roble - Community Scientist,"Hudson River Park, Pier 170",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,7,54,Carrie Roble - Community Scientist,"Hudson River Park, Pier 171",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,7,43,Carrie Roble - Community Scientist,"Hudson River Park, Pier 172",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,7,43,Carrie Roble - Community Scientist,"Hudson River Park, Pier 173",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,7,24,Carrie Roble - Community Scientist,"Hudson River Park, Pier 174",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,7,58,Carrie Roble - Community Scientist,"Hudson River Park, Pier 175",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,7,57,Carrie Roble - Community Scientist,"Hudson River Park, Pier 176",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,8,41,Carrie Roble - Community Scientist,"Hudson River Park, Pier 177",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,8,38,Carrie Roble - Community Scientist,"Hudson River Park, Pier 178",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,8,51,Carrie Roble - Community Scientist,"Hudson River Park, Pier 179",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,8,40,Carrie Roble - Community Scientist,"Hudson River Park, Pier 180",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,8,46,Carrie Roble - Community Scientist,"Hudson River Park, Pier 181",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,8,45,Carrie Roble - Community Scientist,"Hudson River Park, Pier 182",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,8,43,Carrie Roble - Community Scientist,"Hudson River Park, Pier 183",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,8,40,Carrie Roble - Community Scientist,"Hudson River Park, Pier 184",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,47,Carrie Roble - Community Scientist,"Hudson River Park, Pier 185",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,43,Carrie Roble - Community Scientist,"Hudson River Park, Pier 186",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,44,Carrie Roble - Community Scientist,"Hudson River Park, Pier 187",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,50,Carrie Roble - Community Scientist,"Hudson River Park, Pier 188",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,47,Carrie Roble - Community Scientist,"Hudson River Park, Pier 189",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,63,Carrie Roble - Community Scientist,"Hudson River Park, Pier 190",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,45,Carrie Roble - Community Scientist,"Hudson River Park, Pier 191",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,52,Carrie Roble - Community Scientist,"Hudson River Park, Pier 192",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,22,Carrie Roble - Community Scientist,"Hudson River Park, Pier 193",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,42,Carrie Roble - Community Scientist,"Hudson River Park, Pier 194",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,41,Carrie Roble - Community Scientist,"Hudson River Park, Pier 195",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,41,Carrie Roble - Community Scientist,"Hudson River Park, Pier 196",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,59,Carrie Roble - Community Scientist,"Hudson River Park, Pier 197",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,56,Carrie Roble - Community Scientist,"Hudson River Park, Pier 198",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,9,48,Carrie Roble - Community Scientist,"Hudson River Park, Pier 199",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,10,48,Carrie Roble - Community Scientist,"Hudson River Park, Pier 200",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,10,41,Carrie Roble - Community Scientist,"Hudson River Park, Pier 201",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,10,37,Carrie Roble - Community Scientist,"Hudson River Park, Pier 202",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,10,59,Carrie Roble - Community Scientist,"Hudson River Park, Pier 203",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,10,45,Carrie Roble - Community Scientist,"Hudson River Park, Pier 204",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,10,61,Carrie Roble - Community Scientist,"Hudson River Park, Pier 205",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,10,46,Carrie Roble - Community Scientist,"Hudson River Park, Pier 206",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,10,64,Carrie Roble - Community Scientist,"Hudson River Park, Pier 207",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,10,50,Carrie Roble - Community Scientist,"Hudson River Park, Pier 208",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,10,48,Carrie Roble - Community Scientist,"Hudson River Park, Pier 209",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,10,46,Carrie Roble - Community Scientist,"Hudson River Park, Pier 210",,,,,,,,,,,,,,,
,2016,10,10/14/16,MB,7/15/15,,,10,59,Carrie Roble - Community Scientist,"Hudson River Park, Pier 211",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,1,52,Stuyvesant High School,"Hudson River Park, Pier 212",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,1,54,Stuyvesant High School,"Hudson River Park, Pier 213",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,1,21,Stuyvesant High School,"Hudson River Park, Pier 214",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,1,27,Stuyvesant High School,"Hudson River Park, Pier 215",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,1,54,Stuyvesant High School,"Hudson River Park, Pier 216",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,1,36,Stuyvesant High School,"Hudson River Park, Pier 217",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,1,37,Stuyvesant High School,"Hudson River Park, Pier 218",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,1,32,Stuyvesant High School,"Hudson River Park, Pier 219",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,1,41,Stuyvesant High School,"Hudson River Park, Pier 220",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,2,35,Stuyvesant High School,"Hudson River Park, Pier 221",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,2,34,Stuyvesant High School,"Hudson River Park, Pier 222",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,2,21,Stuyvesant High School,"Hudson River Park, Pier 223",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,2,19,Stuyvesant High School,"Hudson River Park, Pier 224",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,2,12,Stuyvesant High School,"Hudson River Park, Pier 225",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,2,17,Stuyvesant High School,"Hudson River Park, Pier 226",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,3,15,Stuyvesant High School,"Hudson River Park, Pier 227",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,3,19,Stuyvesant High School,"Hudson River Park, Pier 228",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,3,21,Stuyvesant High School,"Hudson River Park, Pier 229",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,3,13,Stuyvesant High School,"Hudson River Park, Pier 230",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,4,47,Stuyvesant High School,"Hudson River Park, Pier 231",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,4,31,Stuyvesant High School,"Hudson River Park, Pier 232",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,4,21,Stuyvesant High School,"Hudson River Park, Pier 233",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,5,27,Stuyvesant High School,"Hudson River Park, Pier 234",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,5,27,Stuyvesant High School,"Hudson River Park, Pier 235",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,5,18,Stuyvesant High School,"Hudson River Park, Pier 236",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,5,16,Stuyvesant High School,"Hudson River Park, Pier 237",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,6,16,Stuyvesant High School,"Hudson River Park, Pier 238",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,6,15,Stuyvesant High School,"Hudson River Park, Pier 239",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,6,31,Stuyvesant High School,"Hudson River Park, Pier 240",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,6,38,Stuyvesant High School,"Hudson River Park, Pier 241",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,6,29,Stuyvesant High School,"Hudson River Park, Pier 242",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,7,32,Stuyvesant High School,"Hudson River Park, Pier 243",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,7,31,Stuyvesant High School,"Hudson River Park, Pier 244",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,7,38,Stuyvesant High School,"Hudson River Park, Pier 245",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,8,30,Stuyvesant High School,"Hudson River Park, Pier 246",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,8,39,Stuyvesant High School,"Hudson River Park, Pier 247",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,9,32,Stuyvesant High School,"Hudson River Park, Pier 248",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,9,41,Stuyvesant High School,"Hudson River Park, Pier 249",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,9,40,Stuyvesant High School,"Hudson River Park, Pier 250",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,9,22,Stuyvesant High School,"Hudson River Park, Pier 251",,,,,,,,,,,,,,,
,2016,10,10/20/16,MB,7/15/15,,,9,19,Stuyvesant High School,"Hudson River Park, Pier 252",,,,,,,,,,,,,,,
,2016,12,12/1/16,MB,7/15/15,,,1,38,Stuyvesant High School,"Hudson River Park, Pier 253",,,,,,,,,,,,,,,
