tag,collection_year,collection_month,collection_date,broodstock,set_date,distribution_date,total_live,clumps,shell_height_mm,organization,Site,,,,,,,,,,,,,,,shell_height_mm
,2019,11,11/1/19,,,,32,,95,Berkeley Carroll,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/1/19,,,,32,,95,Berkeley Carroll,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/1/19,,,,32,,100,Berkeley Carroll,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/1/19,,,,32,,70,Berkeley Carroll,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/1/19,,,,32,,105,Berkeley Carroll,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/1/19,,,,32,,85,Berkeley Carroll,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/1/19,,,,32,,71,Berkeley Carroll,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/1/19,,,,32,,62.5,Berkeley Carroll,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/1/19,,,,32,,63,Berkeley Carroll,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/1/19,,,,32,,31,Berkeley Carroll,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/1/19,,,,32,,45,Berkeley Carroll,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/18/19,,,10/17/19,58,,66,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/18/19,,,10/17/19,58,,76,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/18/19,,,10/17/19,58,,48,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/18/19,,,10/17/19,58,,123,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/18/19,,,10/17/19,58,,95,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/18/19,,,10/17/19,58,,52,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/18/19,,,10/17/19,58,,46,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/18/19,,,10/17/19,58,,42,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/18/19,,,10/17/19,58,,71,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2019,11,11/18/19,,,10/17/19,58,,67,P.S. 58,"Brooklyn Bridge Park, Pier 5",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,1,53,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,1,55,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,1,55,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,2,35,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,2,35,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,2,34,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,3,46,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,3,40,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,3,42,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,4,66,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,4,51,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,4,46,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,4,48,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,5,44,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,5,49,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,5,52,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,5,34,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,6,62,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,6,48,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,6,56,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,7,54,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,7,53,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,7,45,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,7,37,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,7,47,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,7,46,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,7,42,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,7,53,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,8,51,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,8,44,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,8,41,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,8,39,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,9,51,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,9,44,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,9,41,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,10,10/11/16,MB,7/15/15,,,9,39,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,11,11/29/16,MB,7/15/15,,,1,20,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,11,11/29/16,MB,7/15/15,,,1,26,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,11,11/29/16,MB,7/15/15,,,1,17,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,11,11/29/16,MB,7/15/15,,,2,25,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,11,11/29/16,MB,7/15/15,,,2,23,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,11,11/29/16,MB,7/15/15,,,2,22,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,11,11/29/16,MB,7/15/15,,,2,21,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2017,6,6/2/17,MB,7/15/15,,,1,23,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2017,6,6/2/17,MB,7/15/15,,,2,46,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2017,6,6/2/17,MB,7/15/15,,,2,29,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2017,6,6/2/17,MB,7/15/15,,,3,21,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2017,6,6/2/17,MB,7/15/15,,,4,50,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2017,6,6/2/17,MB,7/15/15,,,4,57,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2017,6,6/2/17,MB,7/15/15,,,5,30,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2017,6,6/2/17,MB,7/15/15,,,6,39,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2017,6,6/2/17,MB,7/15/15,,,6,28,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2017,6,6/2/17,MB,7/15/15,,,6,25,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2017,6,6/2/17,MB,7/15/15,,,7,38,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2017,6,6/2/17,MB,7/15/15,,,7,27,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2017,6,6/2/17,MB,7/15/15,,,7,28,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2017,6,6/2/17,MB,7/15/15,,,7,39,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,1,116,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,1,92,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,1,100,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,1,82,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,1,86,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,2,116,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,2,92,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,2,82,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,2,100,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,2,86,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,3,83,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,3,74,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,3,60,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,3,55,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,3,76,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,3,74,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,3,100,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,3,120,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,3,105,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,4,120,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,4,72,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,4,92,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,5,100,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,5,66,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,5,119,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,5,91,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,6,106,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,6,100,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,6,86,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,7,59,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,7,50,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,8,96,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,8,94,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,8,106,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,9,133,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,9,96,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2018,3,3/29/18,MB,7/15/15,,,9,96,Greene Hill School,"Brooklyn Navy Yard, Harbor School Base, Wallabout Bay",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,1,61,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,1,64,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,1,13,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,1,40,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,2,42,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,2,47,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,2,45,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,2,40,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,3,60,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,3,45,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,3,53,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,4,36,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,4,45,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,4,54,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,4,57,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,4,56,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,4,49,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,4,44,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,4,40,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,5,61,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,5,54,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,5,39,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,5,43,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,5,58,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,5,48,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,5,52,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,5,64,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,5,58,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,5,46,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,5,30,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,5,58,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,5,59,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,6,54,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,6,44,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,6,45,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,6,44,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,6,35,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,6,52,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,6,50,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,6,54,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,6,48,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,6,32,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,7,48,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,7,49,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,7,44,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,7,36,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,7,32,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,7,44,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,7,39,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,7,48,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,7,39,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,7,48,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,7,59,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,7,26,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
,2016,11,11/11/16,MB,7/15/15,,,7,47,Jess Pitera - Community Scientist,"Brooklyn Navy Yard, Rowing Dock, Wallabout Channel",,,,,,,,,,,,,,,
